contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho 
AAPL250516P00095000,AAPL,2025-05-16,95.00,put,0.05,0.07,0.05,1000,0.08,93,220,1329,2025-04-17,1.02484,-0.00367,0.00019,-0.01067,0.00609,-0.00063
AAPL250516C00100000,AAPL,2025-05-16,100.00,call,97.05,97.47,96.70,90,98.25,105,1,191,2025-04-17,1.04725,0.99297,0.00034,-0.03124,0.01086,0.07796
AAPL250516P00100000,AAPL,2025-05-16,100.00,put,0.08,0.07,0.06,1000,0.08,39,14,6681,2025-04-17,0.95807,-0.00393,0.00022,-0.01059,0.00647,-0.00067
AAPL250516C00105000,AAPL,2025-05-16,105.00,call,98.05,92.38,91.65,94,93.10,99,0,10,2025-04-17,0.84024,0.99736,0.00017,-0.01891,0.00453,0.08269
AAPL250516P00105000,AAPL,2025-05-16,105.00,put,0.00,0.09,0.07,11,0.10,30,0,590,2025-04-17,0.92088,-0.00513,0.00029,-0.01292,0.00822,-0.00087
AAPL250516C00110000,AAPL,2025-05-16,110.00,call,87.05,87.47,86.95,35,88.00,73,379,16,2025-04-17,0.88201,0.99346,0.00037,-0.02833,0.01019,0.08598
AAPL250516P00110000,AAPL,2025-05-16,110.00,put,0.11,0.11,0.09,33,0.13,163,359,3553,2025-04-17,0.87987,-0.00644,0.00037,-0.01509,0.01005,-0.00110
AAPL250516C00115000,AAPL,2025-05-16,115.00,call,88.00,82.53,81.80,66,83.25,104,0,7,2025-04-17,0.85609,0.99099,0.00051,-0.03331,0.01351,0.08952
AAPL250516P00115000,AAPL,2025-05-16,115.00,put,0.13,0.15,0.12,31,0.17,15,2072,1190,2025-04-17,0.85228,-0.00878,0.00050,-0.01919,0.01321,-0.00149
AAPL250516C00120000,AAPL,2025-05-16,120.00,call,78.05,77.45,77.05,28,77.85,28,5,641,2025-04-17,0.70381,0.99554,0.00033,-0.02288,0.00726,0.09427
AAPL250516P00120000,AAPL,2025-05-16,120.00,put,0.17,0.17,0.16,6,0.18,15,47,1137,2025-04-17,0.80518,-0.01038,0.00062,-0.02096,0.01529,-0.00176
AAPL250516C00125000,AAPL,2025-05-16,125.00,call,59.55,72.32,71.80,65,72.85,5,0,17,2025-04-17,0.19550,1.00000,0.00000,-0.01478,0.00000,0.09897
AAPL250516P00125000,AAPL,2025-05-16,125.00,put,0.21,0.22,0.20,114,0.24,63,404,1769,2025-04-17,0.77408,-0.01358,0.00081,-0.02542,0.01930,-0.00230
AAPL250516C00130000,AAPL,2025-05-16,130.00,call,78.13,67.45,66.90,52,68.00,22,0,23,2025-04-17,0.54467,0.99749,0.00026,-0.01937,0.00432,0.10252
AAPL250516P00130000,AAPL,2025-05-16,130.00,put,0.27,0.27,0.26,26,0.28,54,139,1842,2025-04-17,0.73780,-0.01705,0.00103,-0.02943,0.02347,-0.00288
AAPL250516C00135000,AAPL,2025-05-16,135.00,call,70.45,62.52,62.00,46,63.05,16,0,151,2025-04-17,0.56951,0.99296,0.00062,-0.02646,0.01087,0.10573
AAPL250516P00135000,AAPL,2025-05-16,135.00,put,0.34,0.34,0.33,12,0.35,1,4,1208,2025-04-17,0.70518,-0.02182,0.00133,-0.03464,0.02894,-0.00369
AAPL250516C00140000,AAPL,2025-05-16,140.00,call,57.69,57.85,57.15,35,58.55,5,1,145,2025-04-17,0.66189,0.97393,0.00165,-0.05425,0.03361,0.10646
AAPL250516P00140000,AAPL,2025-05-16,140.00,put,0.44,0.42,0.40,6,0.44,12,298,2940,2025-04-17,0.67088,-0.02753,0.00170,-0.03999,0.03517,-0.00464
AAPL250516C00145000,AAPL,2025-05-16,145.00,call,54.48,52.83,52.25,36,53.40,20,4,195,2025-04-17,0.59345,0.97355,0.00186,-0.05129,0.03402,0.11039
AAPL250516P00145000,AAPL,2025-05-16,145.00,put,0.55,0.55,0.53,24,0.57,46,40,924,2025-04-17,0.64421,-0.03617,0.00222,-0.04805,0.04408,-0.00610
AAPL250516C00150000,AAPL,2025-05-16,150.00,call,49.45,47.97,47.55,15,48.40,11,2,174,2025-04-17,0.56829,0.96427,0.00249,-0.05960,0.04364,0.11280
AAPL250516P00150000,AAPL,2025-05-16,150.00,put,0.71,0.71,0.69,8,0.73,39,1689,6598,2025-04-17,0.61631,-0.04696,0.00287,-0.05669,0.05446,-0.00791
AAPL250516C00155000,AAPL,2025-05-16,155.00,call,43.50,43.15,42.80,1,43.50,8,31,248,2025-04-17,0.54329,0.95196,0.00331,-0.06908,0.05547,0.11470
AAPL250516P00155000,AAPL,2025-05-16,155.00,put,0.92,0.92,0.90,2,0.94,13,98,4491,2025-04-17,0.58933,-0.06098,0.00369,-0.06653,0.06698,-0.01027
AAPL250516C00160000,AAPL,2025-05-16,160.00,call,38.80,38.47,38.15,7,38.80,1,2,558,2025-04-17,0.53034,0.93172,0.00447,-0.08408,0.07314,0.11525
AAPL250516P00160000,AAPL,2025-05-16,160.00,put,1.22,1.21,1.19,8,1.24,28,611,6163,2025-04-17,0.56509,-0.07977,0.00473,-0.07824,0.08236,-0.01345
AAPL250516C00165000,AAPL,2025-05-16,165.00,call,34.30,33.88,33.65,1,34.10,1,34,544,2025-04-17,0.51479,0.90611,0.00586,-0.09973,0.09304,0.11489
AAPL250516P00165000,AAPL,2025-05-16,165.00,put,1.59,1.59,1.56,9,1.63,13,443,5285,2025-04-17,0.54131,-0.10385,0.00600,-0.09086,0.10016,-0.01752
AAPL250516C00170000,AAPL,2025-05-16,170.00,call,29.94,29.35,29.15,1,29.55,1,128,944,2025-04-17,0.49253,0.87600,0.00749,-0.11351,0.11366,0.11378
AAPL250516P00170000,AAPL,2025-05-16,170.00,put,2.10,2.12,2.09,4,2.15,4,5907,10842,2025-04-17,0.52089,-0.13564,0.00753,-0.10520,0.12094,-0.02291
AAPL250516C00175000,AAPL,2025-05-16,175.00,call,25.64,25.18,25.00,1,25.35,3,110,1278,2025-04-17,0.48598,0.83080,0.00935,-0.13380,0.14008,0.11002
AAPL250516P00175000,AAPL,2025-05-16,175.00,put,2.81,2.80,2.75,3,2.86,11,1424,7797,2025-04-17,0.50016,-0.17512,0.00929,-0.11905,0.14319,-0.02963
AAPL250516C00180000,AAPL,2025-05-16,180.00,call,21.20,21.07,20.90,1,21.25,3,124,2151,2025-04-17,0.46738,0.78120,0.01137,-0.14782,0.16389,0.10552
AAPL250516P00180000,AAPL,2025-05-16,180.00,put,3.70,3.70,3.65,3,3.75,1,1438,13459,2025-04-17,0.48110,-0.22425,0.01121,-0.13219,0.16621,-0.03803
AAPL250516C00185000,AAPL,2025-05-16,185.00,call,17.25,17.15,17.05,10,17.25,5,417,7116,2025-04-17,0.44558,0.72233,0.01355,-0.15785,0.18615,0.09942
AAPL250516P00185000,AAPL,2025-05-16,185.00,put,4.90,4.88,4.80,3,4.95,3,1278,11203,2025-04-17,0.46403,-0.28386,0.01315,-0.14331,0.18814,-0.04830
AAPL250516C00190000,AAPL,2025-05-16,190.00,call,13.68,13.62,13.50,5,13.75,5,427,3527,2025-04-17,0.42897,0.65073,0.01554,-0.16558,0.20550,0.09102
AAPL250516P00190000,AAPL,2025-05-16,190.00,put,6.27,6.30,6.20,4,6.40,11,2589,12725,2025-04-17,0.44406,-0.35260,0.01506,-0.14889,0.20621,-0.06019
AAPL250516C00195000,AAPL,2025-05-16,195.00,call,10.45,10.48,10.40,1,10.55,12,1385,9270,2025-04-17,0.41357,0.56925,0.01711,-0.16762,0.21816,0.08076
AAPL250516P00195000,AAPL,2025-05-16,195.00,put,8.10,8.15,8.05,6,8.25,11,1229,11949,2025-04-17,0.42821,-0.43150,0.01653,-0.15007,0.21823,-0.07401
AAPL250516C00200000,AAPL,2025-05-16,200.00,call,7.78,7.72,7.65,1,7.80,45,2656,9100,2025-04-17,0.39680,0.48032,0.01809,-0.16167,0.22124,0.06904
AAPL250516P00200000,AAPL,2025-05-16,200.00,put,10.52,10.38,10.25,7,10.50,14,1169,16806,2025-04-17,0.41159,-0.51734,0.01744,-0.14372,0.22130,-0.08921
AAPL250516C00205000,AAPL,2025-05-16,205.00,call,5.45,5.42,5.35,15,5.50,26,1640,9323,2025-04-17,0.38080,0.38741,0.01811,-0.14801,0.21262,0.05633
AAPL250516P00205000,AAPL,2025-05-16,205.00,put,13.20,13.10,13.00,13,13.20,10,390,11501,2025-04-17,0.39787,-0.60607,0.01742,-0.13083,0.21363,-0.10526
AAPL250516C00210000,AAPL,2025-05-16,210.00,call,3.63,3.65,3.60,2,3.70,11,3404,12461,2025-04-17,0.36830,0.29754,0.01694,-0.12865,0.19233,0.04367
AAPL250516P00210000,AAPL,2025-05-16,210.00,put,16.41,16.25,16.05,5,16.45,8,167,8699,2025-04-17,0.38385,-0.69346,0.01647,-0.11087,0.19492,-0.12144
AAPL250516C00215000,AAPL,2025-05-16,215.00,call,2.35,2.33,2.27,5,2.38,4,3048,7488,2025-04-17,0.35702,0.21613,0.01478,-0.10494,0.16273,0.03197
AAPL250516P00215000,AAPL,2025-05-16,215.00,put,20.17,20.00,19.85,5,20.15,8,129,7418,2025-04-17,0.38034,-0.76755,0.01446,-0.09090,0.16959,-0.13602
AAPL250516C00220000,AAPL,2025-05-16,220.00,call,1.44,1.44,1.40,9,1.47,5,9698,19712,2025-04-17,0.34955,0.14973,0.01200,-0.08126,0.12930,0.02229
AAPL250516P00220000,AAPL,2025-05-16,220.00,put,24.00,24.20,23.90,4,24.50,26,116,11870,2025-04-17,0.38568,-0.82399,0.01208,-0.07339,0.14365,-0.14819
AAPL250516C00225000,AAPL,2025-05-16,225.00,call,0.89,0.88,0.85,40,0.91,73,3839,11455,2025-04-17,0.34620,0.10047,0.00916,-0.06061,0.09778,0.01503
AAPL250516P00225000,AAPL,2025-05-16,225.00,put,28.27,28.60,28.05,38,29.15,50,70,7465,2025-04-17,0.38994,-0.86944,0.00980,-0.05549,0.11781,-0.15879
AAPL250516C00230000,AAPL,2025-05-16,230.00,call,0.57,0.56,0.55,9,0.57,10,1000,14076,2025-04-17,0.34924,0.06810,0.00678,-0.04547,0.07298,0.01021
AAPL250516P00230000,AAPL,2025-05-16,230.00,put,32.90,33.38,33.00,5,33.75,52,42,5024,2025-04-17,0.41586,-0.89143,0.00807,-0.04937,0.10343,-0.16603
AAPL250516C00235000,AAPL,2025-05-16,235.00,call,0.37,0.37,0.36,1,0.38,103,1275,9595,2025-04-17,0.35580,0.04694,0.00496,-0.03445,0.05444,0.00705
AAPL250516P00235000,AAPL,2025-05-16,235.00,put,38.93,38.25,37.85,6,38.65,81,36,3095,2025-04-17,0.44558,-0.90574,0.00679,-0.04598,0.09331,-0.17214
AAPL250516C00240000,AAPL,2025-05-16,240.00,call,0.26,0.27,0.25,1,0.28,69,5520,12015,2025-04-17,0.36845,0.03461,0.00374,-0.02778,0.04251,0.00520
AAPL250516P00240000,AAPL,2025-05-16,240.00,put,43.92,43.05,42.80,5,43.30,1,15,2381,2025-04-17,0.46311,-0.92243,0.00565,-0.03772,0.08064,-0.17857
AAPL250516C00245000,AAPL,2025-05-16,245.00,call,0.18,0.19,0.17,51,0.21,7,241,13721,2025-04-17,0.37790,0.02485,0.00277,-0.02160,0.03229,0.00374
AAPL250516P00245000,AAPL,2025-05-16,245.00,put,48.30,48.17,47.75,6,48.60,83,1670,2518,2025-04-17,0.51677,-0.91943,0.00521,-0.04674,0.08299,-0.18217
AAPL250516C00250000,AAPL,2025-05-16,250.00,call,0.14,0.15,0.14,2,0.16,96,218,16436,2025-04-17,0.39315,0.01949,0.00217,-0.01826,0.02630,0.00293
AAPL250516P00250000,AAPL,2025-05-16,250.00,put,53.35,53.08,52.20,100,53.95,3,211,200,2025-04-17,0.54345,-0.92744,0.00457,-0.04383,0.07663,-0.18732
AAPL250516C00255000,AAPL,2025-05-16,255.00,call,0.11,0.12,0.10,22,0.13,103,95,16613,2025-04-17,0.40778,0.01544,0.00171,-0.01550,0.02156,0.00232
AAPL250516P00255000,AAPL,2025-05-16,255.00,put,58.20,58.30,57.60,57,59.00,100,50,31,2025-04-17,0.60793,-0.91936,0.00443,-0.05864,0.08304,-0.19021
AAPL250516C00260000,AAPL,2025-05-16,260.00,call,0.10,0.08,0.08,7,0.09,25,1224,11816,2025-04-17,0.41190,0.01064,0.00123,-0.01133,0.01561,0.00160
AAPL250516P00260000,AAPL,2025-05-16,260.00,put,62.76,62.95,62.40,95,63.50,91,11,18,2025-04-17,0.59710,-0.93878,0.00365,-0.03976,0.06719,-0.19694
AAPL250516C00265000,AAPL,2025-05-16,265.00,call,0.07,0.07,0.06,51,0.09,113,205,9678,2025-04-17,0.42927,0.00908,0.00103,-0.01027,0.01359,0.00136
AAPL250516P00265000,AAPL,2025-05-16,265.00,put,0.00,68.07,67.55,57,68.60,89,0,1,2025-04-17,0.64893,-0.93466,0.00353,-0.04917,0.07069,-0.20036
AAPL250516C00270000,AAPL,2025-05-16,270.00,call,0.07,0.07,0.05,100,0.09,42,36,8930,2025-04-17,0.45290,0.00867,0.00094,-0.01040,0.01307,0.00130
AAPL250516P00270000,AAPL,2025-05-16,270.00,put,0.00,72.97,72.40,92,73.55,92,0,0,2025-04-17,0.66783,-0.94093,0.00317,-0.04458,0.06533,-0.20524
AAPL250516C00275000,AAPL,2025-05-16,275.00,call,0.05,0.05,0.04,57,0.06,60,16,10936,2025-04-17,0.45793,0.00632,0.00070,-0.00795,0.00988,0.00095
AAPL250516P00275000,AAPL,2025-05-16,275.00,put,0.00,78.00,77.35,105,78.65,105,0,0,2025-04-17,0.70518,-0.94085,0.00301,-0.04828,0.06540,-0.20922
AAPL250516C00280000,AAPL,2025-05-16,280.00,call,0.06,0.06,0.04,10,0.07,16,371,14266,2025-04-17,0.48949,0.00704,0.00072,-0.00934,0.01088,0.00105
AAPL250516P00280000,AAPL,2025-05-16,280.00,put,0.00,83.05,82.55,79,83.55,90,0,0,2025-04-17,0.74497,-0.93984,0.00289,-0.05332,0.06628,-0.21307
AAPL250516C00285000,AAPL,2025-05-16,285.00,call,0.04,0.04,0.03,14,0.04,1,0,1944,2025-04-17,0.48903,0.00486,0.00052,-0.00670,0.00782,0.00073
AAPL250516P00285000,AAPL,2025-05-16,285.00,put,0.00,88.03,87.45,88,88.60,96,0,0,2025-04-17,0.77347,-0.94173,0.00271,-0.05375,0.06464,-0.21733
AAPL250516C00290000,AAPL,2025-05-16,290.00,call,0.04,0.03,0.02,59,0.04,42,2,997,2025-04-17,0.49482,0.00370,0.00040,-0.00531,0.00613,0.00055
AAPL250516P00290000,AAPL,2025-05-16,290.00,put,0.00,93.00,92.35,105,93.65,99,0,0,2025-04-17,0.79954,-0.94389,0.00255,-0.05341,0.06275,-0.22161
AAPL250516C00295000,AAPL,2025-05-16,295.00,call,0.02,0.03,0.02,22,0.04,98,0,923,2025-04-17,0.51418,0.00357,0.00037,-0.00534,0.00594,0.00053
AAPL250516P00295000,AAPL,2025-05-16,295.00,put,0.00,98.00,97.50,76,98.50,91,0,0,2025-04-17,0.82957,-0.94471,0.00243,-0.05501,0.06203,-0.22571
AAPL250516C00300000,AAPL,2025-05-16,300.00,call,0.02,0.03,0.02,36,0.04,53,30,2535,2025-04-17,0.53323,0.00346,0.00035,-0.00538,0.00577,0.00052
AAPL250516P00300000,AAPL,2025-05-16,300.00,put,0.00,102.97,102.40,96,103.55,90,0,0,2025-04-17,0.85411,-0.94660,0.00229,-0.05453,0.06034,-0.22996
AAPL250516C00305000,AAPL,2025-05-16,305.00,call,0.02,0.03,0.02,5,0.03,5,0,755,2025-04-17,0.55183,0.00335,0.00033,-0.00542,0.00562,0.00050
AAPL250516P00305000,AAPL,2025-05-16,305.00,put,0.00,108.05,107.45,82,108.65,96,0,0,2025-04-17,0.89618,-0.94418,0.00226,-0.06168,0.06249,-0.23362
AAPL250516C00310000,AAPL,2025-05-16,310.00,call,0.03,0.03,0.02,1,0.03,6,5,640,2025-04-17,0.56997,0.00326,0.00031,-0.00545,0.00547,0.00049
AAPL250516P00310000,AAPL,2025-05-16,310.00,put,0.00,112.97,112.35,105,113.60,105,0,0,2025-04-17,0.91143,-0.94773,0.00211,-0.05767,0.05932,-0.23808
AAPL250516C00315000,AAPL,2025-05-16,315.00,call,0.02,0.01,0.00,0,0.03,12,0,1612,2025-04-17,0.53354,0.00125,0.00014,-0.00214,0.00229,0.00019
AAPL250516P00315000,AAPL,2025-05-16,315.00,put,0.00,118.03,117.45,77,118.60,89,0,0,2025-04-17,0.94938,-0.94605,0.00208,-0.06347,0.06083,-0.24184
AAPL250516C00320000,AAPL,2025-05-16,320.00,call,0.01,0.01,0.01,9,0.02,1,51,7790,2025-04-17,0.54970,0.00122,0.00013,-0.00215,0.00224,0.00018
AAPL250516P00320000,AAPL,2025-05-16,320.00,put,0.00,123.03,122.55,82,123.50,73,0,0,2025-04-17,0.97682,-0.94653,0.00201,-0.06501,0.06040,-0.24589
AAPL250523C00110000,AAPL,2025-05-23,110.00,call,0.00,87.47,86.70,86,88.25,79,0,0,2025-04-17,0.66143,0.99830,0.00013,-0.01606,0.00338,0.10768
AAPL250523P00110000,AAPL,2025-05-23,110.00,put,0.14,0.14,0.11,8,0.16,2,3,283,2025-04-17,0.81524,-0.00775,0.00042,-0.01474,0.01319,-0.00164
AAPL250523C00120000,AAPL,2025-05-23,120.00,call,0.00,77.53,76.85,66,78.20,49,0,0,2025-04-17,0.60518,0.99679,0.00026,-0.01916,0.00602,0.11719
AAPL250523P00120000,AAPL,2025-05-23,120.00,put,0.24,0.24,0.20,18,0.27,21,37,204,2025-04-17,0.76036,-0.01346,0.00073,-0.02219,0.02134,-0.00285
AAPL250523C00125000,AAPL,2025-05-23,125.00,call,55.70,72.53,71.95,63,73.10,28,0,3,2025-04-17,0.51616,0.99821,0.00018,-0.01726,0.00355,0.12240
AAPL250523P00125000,AAPL,2025-05-23,125.00,put,0.33,0.31,0.28,1,0.33,12,10,48,2025-04-17,0.73323,-0.01749,0.00095,-0.02676,0.02672,-0.00370
AAPL250523C00130000,AAPL,2025-05-23,130.00,call,61.00,67.62,67.05,41,68.20,11,0,1,2025-04-17,0.56570,0.99290,0.00056,-0.02478,0.01221,0.12621
AAPL250523P00130000,AAPL,2025-05-23,130.00,put,0.41,0.38,0.35,1,0.40,7,31,81,2025-04-17,0.70107,-0.02185,0.00120,-0.03088,0.03228,-0.00462
AAPL250523C00135000,AAPL,2025-05-23,135.00,call,48.30,62.70,62.10,42,63.30,3,0,1,2025-04-17,0.55686,0.98847,0.00088,-0.03010,0.01867,0.13020
AAPL250523P00135000,AAPL,2025-05-23,135.00,put,0.49,0.46,0.43,8,0.50,12,9,201,2025-04-17,0.66799,-0.02703,0.00151,-0.03513,0.03860,-0.00571
AAPL250523C00140000,AAPL,2025-05-23,140.00,call,54.00,58.02,57.40,24,58.65,33,0,29,2025-04-17,0.60930,0.97144,0.00173,-0.05001,0.04040,0.13151
AAPL250523P00140000,AAPL,2025-05-23,140.00,put,0.58,0.58,0.54,11,0.62,14,19,203,2025-04-17,0.64055,-0.03444,0.00192,-0.04109,0.04717,-0.00726
AAPL250523C00145000,AAPL,2025-05-23,145.00,call,55.50,53.12,51.80,93,54.45,88,0,3,2025-04-17,0.57363,0.96519,0.00217,-0.05416,0.04759,0.13513
AAPL250523P00145000,AAPL,2025-05-23,145.00,put,0.74,0.73,0.69,8,0.78,15,117,251,2025-04-17,0.61326,-0.04371,0.00244,-0.04768,0.05728,-0.00921
AAPL250523C00150000,AAPL,2025-05-23,150.00,call,48.15,48.15,46.10,105,50.20,106,0,9,2025-04-17,0.52256,0.96150,0.00258,-0.05427,0.05168,0.13931
AAPL250523P00150000,AAPL,2025-05-23,150.00,put,0.94,0.93,0.88,33,0.98,13,122,898,2025-04-17,0.58826,-0.05588,0.00310,-0.05552,0.06969,-0.01177
AAPL250523C00155000,AAPL,2025-05-23,155.00,call,51.35,43.65,42.45,146,44.85,116,0,58,2025-04-17,0.54208,0.93550,0.00376,-0.07538,0.07797,0.13870
AAPL250523P00155000,AAPL,2025-05-23,155.00,put,1.21,1.19,1.13,5,1.24,15,3,366,2025-04-17,0.56433,-0.07145,0.00391,-0.06433,0.08438,-0.01506
AAPL250523C00160000,AAPL,2025-05-23,160.00,call,41.60,38.83,38.15,44,39.50,12,0,14,2025-04-17,0.50412,0.92212,0.00467,-0.08004,0.09012,0.14085
AAPL250523P00160000,AAPL,2025-05-23,160.00,put,1.54,1.53,1.47,36,1.59,8,139,964,2025-04-17,0.54177,-0.09139,0.00490,-0.07414,0.10161,-0.01926
AAPL250523C00165000,AAPL,2025-05-23,165.00,call,34.70,33.95,33.25,72,34.65,12,6,49,2025-04-17,0.45717,0.90913,0.00578,-0.08146,0.10118,0.14314
AAPL250523P00165000,AAPL,2025-05-23,165.00,put,1.85,1.98,1.91,29,2.05,8,167,539,2025-04-17,0.52089,-0.11686,0.00609,-0.08490,0.12145,-0.02465
AAPL250523C00170000,AAPL,2025-05-23,170.00,call,30.07,30.08,28.85,73,31.30,125,18,414,2025-04-17,0.48796,0.85672,0.00749,-0.11124,0.13987,0.13678
AAPL250523P00170000,AAPL,2025-05-23,170.00,put,2.58,2.56,2.48,11,2.64,10,45,457,2025-04-17,0.50092,-0.14867,0.00748,-0.09598,0.14338,-0.03141
AAPL250523C00175000,AAPL,2025-05-23,175.00,call,26.28,25.32,24.65,80,26.00,5,6,240,2025-04-17,0.43781,0.83155,0.00929,-0.11106,0.15563,0.13658
AAPL250523P00175000,AAPL,2025-05-23,175.00,put,3.50,3.30,3.25,10,3.35,2,53,747,2025-04-17,0.48156,-0.18776,0.00904,-0.10668,0.16665,-0.03973
AAPL250523C00180000,AAPL,2025-05-23,180.00,call,22.15,21.80,20.65,83,22.95,188,6,482,2025-04-17,0.45290,0.76881,0.01087,-0.13388,0.18839,0.12786
AAPL250523P00180000,AAPL,2025-05-23,180.00,put,4.50,4.28,4.20,11,4.35,24,1042,759,2025-04-17,0.46494,-0.23588,0.01071,-0.11699,0.19050,-0.05005
AAPL250523C00185000,AAPL,2025-05-23,185.00,call,18.35,18.05,17.90,23,18.20,17,1,284,2025-04-17,0.43811,0.71085,0.01261,-0.14315,0.21147,0.12030
AAPL250523P00185000,AAPL,2025-05-23,185.00,put,5.50,5.47,5.35,35,5.60,4,183,579,2025-04-17,0.44696,-0.29198,0.01242,-0.12440,0.21243,-0.06212
AAPL250523C00190000,AAPL,2025-05-23,190.00,call,14.74,14.47,14.35,36,14.60,20,60,315,2025-04-17,0.41784,0.64546,0.01440,-0.14696,0.23020,0.11113
AAPL250523P00190000,AAPL,2025-05-23,190.00,put,7.00,7.00,6.90,1,7.10,8,70,446,2025-04-17,0.43171,-0.35741,0.01397,-0.12924,0.23086,-0.07634
AAPL250523C00195000,AAPL,2025-05-23,195.00,call,11.45,11.32,11.20,5,11.45,33,652,612,2025-04-17,0.40229,0.57022,0.01578,-0.14773,0.24296,0.09962
AAPL250523P00195000,AAPL,2025-05-23,195.00,put,9.10,8.85,8.70,139,9.00,51,380,549,2025-04-17,0.41632,-0.43042,0.01525,-0.12942,0.24303,-0.09235
AAPL250523C00200000,AAPL,2025-05-23,200.00,call,8.50,8.57,8.50,6,8.65,31,278,822,2025-04-17,0.38766,0.48842,0.01663,-0.14322,0.24669,0.08644
AAPL250523P00200000,AAPL,2025-05-23,200.00,put,11.04,11.05,10.85,11,11.25,12,83,607,2025-04-17,0.40031,-0.50965,0.01610,-0.12395,0.24672,-0.10991
AAPL250523C00205000,AAPL,2025-05-23,205.00,call,6.25,6.22,6.15,8,6.30,33,435,1187,2025-04-17,0.37287,0.40293,0.01678,-0.13269,0.23945,0.07215
AAPL250523P00205000,AAPL,2025-05-23,205.00,put,14.35,13.73,13.55,5,13.90,8,11,271,2025-04-17,0.38796,-0.59156,0.01618,-0.11401,0.24027,-0.12847
AAPL250523C00210000,AAPL,2025-05-23,210.00,call,4.25,4.28,4.15,11,4.40,46,1380,2037,2025-04-17,0.35732,0.31697,0.01611,-0.11625,0.22034,0.05736
AAPL250523P00210000,AAPL,2025-05-23,210.00,put,16.41,16.85,16.65,30,17.05,8,6,55,2025-04-17,0.37745,-0.67172,0.01548,-0.09950,0.22356,-0.14712
AAPL250523C00215000,AAPL,2025-05-23,215.00,call,2.92,2.86,2.77,5,2.95,5,151,1363,2025-04-17,0.34696,0.23895,0.01445,-0.09770,0.19186,0.04360
AAPL250523P00215000,AAPL,2025-05-23,215.00,put,20.19,20.57,18.45,101,22.70,1,19,104,2025-04-17,0.37775,-0.73974,0.01389,-0.08560,0.20076,-0.16401
AAPL250523C00220000,AAPL,2025-05-23,220.00,call,1.86,1.86,1.78,1,1.94,5,1925,1486,2025-04-17,0.33979,0.17301,0.01217,-0.07853,0.15831,0.03178
AAPL250523P00220000,AAPL,2025-05-23,220.00,put,23.46,24.40,24.10,12,24.70,2,1,40,2025-04-17,0.36754,-0.80588,0.01209,-0.06510,0.17009,-0.18063
AAPL250523C00225000,AAPL,2025-05-23,225.00,call,1.15,1.20,1.14,140,1.26,41,173,656,2025-04-17,0.33659,0.12203,0.00972,-0.06125,0.12522,0.02252
AAPL250523P00225000,AAPL,2025-05-23,225.00,put,0.00,28.45,26.55,10,30.35,1,0,12,2025-04-17,0.35123,-0.86690,0.00990,-0.04125,0.13301,-0.19648
AAPL250523C00230000,AAPL,2025-05-23,230.00,call,0.78,0.78,0.73,84,0.84,8,194,397,2025-04-17,0.33690,0.08511,0.00747,-0.04698,0.09636,0.01577
AAPL250523P00230000,AAPL,2025-05-23,230.00,put,32.97,33.35,32.90,32,33.80,42,7,13,2025-04-17,0.38522,-0.88204,0.00829,-0.04085,0.12226,-0.20426
AAPL250523C00235000,AAPL,2025-05-23,235.00,call,0.51,0.52,0.47,61,0.57,12,24,270,2025-04-17,0.34056,0.05977,0.00564,-0.03609,0.07347,0.01110
AAPL250523P00235000,AAPL,2025-05-23,235.00,put,36.90,38.12,37.50,77,38.75,92,2,186,2025-04-17,0.40458,-0.90179,0.00692,-0.03461,0.10714,-0.21280
AAPL250523C00240000,AAPL,2025-05-23,240.00,call,0.38,0.35,0.31,13,0.40,17,43,542,2025-04-17,0.34513,0.04192,0.00419,-0.02748,0.05537,0.00780
AAPL250523P00240000,AAPL,2025-05-23,240.00,put,0.00,44.00,42.60,59,45.40,105,0,0,2025-04-17,0.51631,-0.86668,0.00674,-0.07002,0.13317,-0.21178
AAPL250523C00245000,AAPL,2025-05-23,245.00,call,0.27,0.27,0.23,2,0.31,12,41,330,2025-04-17,0.35793,0.03241,0.00328,-0.02303,0.04487,0.00603
AAPL250523P00245000,AAPL,2025-05-23,245.00,put,0.00,48.00,47.40,96,48.60,84,0,0,2025-04-17,0.46601,-0.91747,0.00528,-0.03381,0.09415,-0.22559
AAPL250523C00250000,AAPL,2025-05-23,250.00,call,0.19,0.18,0.17,21,0.20,6,82,359,2025-04-17,0.36144,0.02246,0.00239,-0.01709,0.03304,0.00419
AAPL250523P00250000,AAPL,2025-05-23,250.00,put,0.00,52.97,52.30,94,53.65,100,0,0,2025-04-17,0.49741,-0.92225,0.00473,-0.03434,0.09000,-0.23142
AAPL250523C00255000,AAPL,2025-05-23,255.00,call,0.14,0.15,0.13,9,0.17,28,2,427,2025-04-17,0.37653,0.01840,0.00194,-0.01501,0.02791,0.00343
AAPL250523P00255000,AAPL,2025-05-23,255.00,put,0.00,57.80,55.85,10,59.75,100,0,0,2025-04-17,0.51083,-0.93350,0.00408,-0.02797,0.07984,-0.23837
AAPL250523C00260000,AAPL,2025-05-23,260.00,call,0.11,0.11,0.10,16,0.12,16,13,62,2025-04-17,0.38400,0.01369,0.00147,-0.01186,0.02166,0.00255
